ref_no,pmid,doi,year,topic,section,subtopic,n_citations,ms_pages,citation,url,claim
59,15894097,,2005,"systemic therapy, early stage","Systemic Therapies (Preoperative and Adjuvant) > Adjuvant Systemic Therapy > Adjuvant Systemic therapy for HR-positive, HER2-negative tumors",Tamoxifen:,4,"135,161,174",Effects of chemotherapy and hormonal therapy for early breast cancer on recurrence and 15-year survival: an overview of the randomised trials. Lancet 2005;365:1687-1717.,http://www.ncbi.nlm.nih.gov/pubmed/15894097,"The Early Breast Cancer Trialists' Collaborative Group (EBCTCG) overview analysis showed that, with 5 years of tamoxifen therapy, patients with ER-positive or receptor-unknown invasive tumors had a 39% reduction in the annual odds of recurrence of invasive breast cancer."
60,22393101,,2012,DCIS,"Ductal Carcinoma in Situ (Tis, N0, M0) > Management of DCIS After Primary Treatment",,1,135,"Allred DC, Anderson SJ, Paik S, et al. Adjuvant tamoxifen reduces subsequent breast cancer in women with estrogen receptor-positive ductal carcinoma in situ: a study based on NSABP protocol B-24. J Clin Oncol 2012;30:1268-1273.",https://www.ncbi.nlm.nih.gov/pubmed/22393101,A retrospective analysis of ER expression in NSABP B-24 suggests that increased levels of ER expression predict for tamoxifen benefit in terms of risk reduction for ipsilateral and contralateral breast cancer development following BCT.
61,30973790,,2019,"in list, never cited",,,0,,"DeCensi A, Puntoni M, Guerrieri-Gonzaga A, et al. Randomized placebo controlled trial of low-dose tamoxifen to prevent local and contralateral recurrence in breast intraepithelial neoplasia. J Clin Oncol 2019;37:1629-1637.",https://www.ncbi.nlm.nih.gov/pubmed/30973790,
62,26686313,,2015,DCIS,"Ductal Carcinoma in Situ (Tis, N0, M0) > Management of DCIS After Primary Treatment",,2,"135,136","Forbes JF, Sestak I, Howell A, et al. Anastrozole versus tamoxifen for the prevention of locoregional and contralateral breast cancer in postmenopausal women with locally excised ductal carcinoma in situ (IBIS-II DCIS): a double-blind, randomised controlled trial. Lancet 2015.",http://www.ncbi.nlm.nih.gov/pubmed/26686313,The results demonstrated non-inferiority of anastrozole to tamoxifen.
63,26686957,,2015,DCIS,"Ductal Carcinoma in Situ (Tis, N0, M0) > Management of DCIS After Primary Treatment",,3,136,"Margolese RG, Cecchini RS, Julian TB, et al. Anastrozole versus tamoxifen in postmenopausal women with ductal carcinoma in situ undergoing lumpectomy plus radiotherapy (NSABP B-35): a randomised, double-blind, phase 3 clinical trial. Lancet 2015.",http://www.ncbi.nlm.nih.gov/pubmed/26686957,The primary endpoint was breast cancer-free interval.
64,26467045,,2015,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Louie RJ, Tonneson JE, Gowarty M, et al. Complete blood counts, liver function tests, and chest x-rays as routine screening in early-stage breast cancer: value added or just cost? Breast Cancer Res Treat 2015.",http://www.ncbi.nlm.nih.gov/pubmed/26467045,Complete blood count (CBC) and liver function tests (LFTs) have no added benefit in the detection of underlying metastatic disease in patients with asymptomatic early-stage breast cancers.
65,15755961,,2005,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,Esserman L. Integration of imaging in the management of breast cancer. J Clin Oncol 2005;23:1601-1602.,http://www.ncbi.nlm.nih.gov/pubmed/15755961,"MRI detractors note that MRI has a high percentage of false-positive findings, resulting in further diagnostic workup-including MRI-guided biopsy-in many circumstances."
66,15770888,,2005,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,Gundry KR. The application of breast MRI in staging and screening for breast cancer. Oncology (Williston Park) 2005;19:159-169.,http://www.ncbi.nlm.nih.gov/pubmed/15770888,"MRI detractors note that MRI has a high percentage of false-positive findings, resulting in further diagnostic workup-including MRI-guided biopsy-in many circumstances."
67,18474876,,2008,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,3,137,"Houssami N, Ciatto S, Macaskill P, et al. Accuracy and surgical impact of magnetic resonance imaging in breast cancer staging: systematic review and meta-analysis in detection of multifocal and multicentric cancer. J Clin Oncol 2008;26:3248-3258.",http://www.ncbi.nlm.nih.gov/pubmed/18474876,"MRI detractors note that MRI has a high percentage of false-positive findings, resulting in further diagnostic workup-including MRI-guided biopsy-in many circumstances."
68,22987175,,2012,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Weber JJ, Bellin LS, Milbourn DE, et al. Selective preoperative magnetic resonance imaging in women with breast cancer: no reduction in the reoperation rate. Arch Surg 2012;147:834-839.",http://www.ncbi.nlm.nih.gov/pubmed/22987175,"MRI findings tend to overestimate extent of disease,"
69,23490543,,2013,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Feigelson HS, James TA, Single RM, et al. Factors associated with the frequency of initial total mastectomy: results of a multi-institutional study. J Am Coll Surg 2013;216:966-975.",http://www.ncbi.nlm.nih.gov/pubmed/23490543,"MRI findings tend to overestimate extent of disease, resulting in increased frequency of mastectomies."
70,19636020,,2009,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Katipamula R, Degnim AC, Hoskin T, et al. Trends in mastectomy rates at the Mayo Clinic Rochester: effect of surgical year and preoperative magnetic resonance imaging. J Clin Oncol 2009;27:4082- 4088.",http://www.ncbi.nlm.nih.gov/pubmed/19636020,"MRI findings tend to overestimate extent of disease, resulting in increased frequency of mastectomies."
71,19330381,,2009,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Sorbero ME, Dick AW, Beckjord EB, Ahrendt G. Diagnostic breast magnetic resonance imaging and contralateral prophylactic mastectomy. Ann Surg Oncol 2009;16:1597-1605.",http://www.ncbi.nlm.nih.gov/pubmed/19330381,"MRI findings tend to overestimate extent of disease, resulting in increased frequency of mastectomies."
72,21751044,,2012,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,2,137,"Miller BT, Abbott AM, Tuttle TM. The influence of preoperative MRI on breast cancer treatment. Ann Surg Oncol 2012;19:536-540.",http://www.ncbi.nlm.nih.gov/pubmed/21751044,"MRI findings tend to overestimate extent of disease, resulting in increased frequency of mastectomies."
73,21195605,,2011,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Peters NH, van Esser S, van den Bosch MA, et al. Preoperative MRI and surgical management in patients with nonpalpable breast cancer: the MONET - randomised controlled trial. Eur J Cancer 2011;47:879- 886.",http://www.ncbi.nlm.nih.gov/pubmed/21195605,"Two prospective randomized studies have examined the utility of preoperative MRI in determining disease extent, and neither demonstrated improvement in rates of re-excision after initial BCS."
74,20025837,,2010,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Turnbull LW, Brown SR, Olivier C, et al. Multicentre randomised controlled trial examining the cost-effectiveness of contrast-enhanced high field magnetic resonance imaging in women with primary breast cancer scheduled for wide local excision (COMICE). Health Technol Assess 2010;14:1-182.",http://www.ncbi.nlm.nih.gov/pubmed/20025837,"Two prospective randomized studies have examined the utility of preoperative MRI in determining disease extent, and neither demonstrated improvement in rates of re-excision after initial BCS."
75,15248080,,2004,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Fischer U, Zachariae O, Baum F, et al. The influence of preoperative MRI of the breasts on recurrence rate in patients with breast cancer. Eur Radiol 2004;14:1725-1731.",http://www.ncbi.nlm.nih.gov/pubmed/15248080,Retrospective review of the utility of MRI showed conflicting outcome results- one with benefit
76,18202414,,2008,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Solin LJ, Orel SG, Hwang W-T, et al. Relationship of breast magnetic resonance imaging to outcome after breast-conservation treatment with radiation for women with early-stage invasive breast carcinoma or ductal carcinoma in situ. J Clin Oncol 2008;26:386-391.",http://www.ncbi.nlm.nih.gov/pubmed/18202414,Retrospective review of the utility of MRI showed conflicting outcome results- one with benefit and another without.
77,19632594,,2009,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Bleicher RJ, Ciocca RM, Egleston BL, et al. Association of routine pretreatment magnetic resonance imaging with time to surgery, mastectomy rate, and margin status. J Am Coll Surg 2009;209:180-187; quiz 294-185.",http://www.ncbi.nlm.nih.gov/pubmed/19632594,"In addition, there is no evidence that use of breast MRI increases rates of margin-negative resection."
78,20159292,,2010,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Turnbull L, Brown S, Harvey I, et al. Comparative effectiveness of MRI in breast cancer (COMICE) trial: a randomised controlled trial. Lancet 2010;375:563-571.",http://www.ncbi.nlm.nih.gov/pubmed/20159292,"In addition, there is no evidence that use of breast MRI increases rates of margin-negative resection."
79,19822403,,2010,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"de Bresser J, de Vos B, van der Ent F, Hulsewe K. Breast MRI in clinically and mammographically occult breast cancer presenting with an axillary metastasis: a systematic review. Eur J Surg Oncol 2010;36:114- 119.",https://www.ncbi.nlm.nih.gov/pubmed/19822403,Breast MRI may assist with identification and management of clinically occult primary tumors presenting with axillary nodal metastases.
80,18222386,,2008,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Morrogh M, Morris EA, Liberman L, et al. MRI identifies otherwise occult disease in select patients with Paget disease of the nipple. J Am Coll Surg 2008;206:316-321.",https://www.ncbi.nlm.nih.gov/pubmed/18222386,"In patients with Paget disease not identifiable on mammography, breast MRI may help determine the extent of disease."
81,15905723,,2005,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Frei KA, Bonel HM, Pelte MF, et al. Paget disease of the breast: findings at magnetic resonance imaging and histopathologic correlation. Invest Radiol 2005;40:363-367.",https://www.ncbi.nlm.nih.gov/pubmed/15905723,"In patients with Paget disease not identifiable on mammography, breast MRI may help determine the extent of disease."
82,29371086,,2018,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,,1,137,"Monticciolo DL, Newell MS, Moy L, et al. Breast cancer screening in women at higher-than-average risk: Recommendations from the ACR. J Am Coll Radiol 2018;15:408-414.",https://www.ncbi.nlm.nih.gov/pubmed/29371086,Breast MRI also has utility in screening patients with higher than average risk based on family history.
83,16823173,,2005,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,Distress Assessment:,1,138,"Baucom DH, Porter LS, Kirby JS, et al. Psychosocial issues confronting young women with breast cancer. Breast Dis 2005;23:103- 113.",http://www.ncbi.nlm.nih.gov/pubmed/16823173,Younger patients have higher rates of psychosocial distress than patients diagnosed at older ages.
84,10767751,,2000,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,Distress Assessment:,1,138,"Dunn J, Steginga SK. Young women's experience of breast cancer: defining young and identifying concerns. Psychooncology 2000;9:137- 146.",http://www.ncbi.nlm.nih.gov/pubmed/10767751,Younger patients have higher rates of psychosocial distress than patients diagnosed at older ages.
85,14615446,,2003,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,Distress Assessment:,1,138,"Ganz PA, Greendale GA, Petersen L, et al. Breast cancer in younger women: reproductive and late health effects of treatment. J Clin Oncol 2003;21:4184-4193.",http://www.ncbi.nlm.nih.gov/pubmed/14615446,Younger patients have higher rates of psychosocial distress than patients diagnosed at older ages.
86,22179785,,2012,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,Distress Assessment:,1,138,"Gorman JR, Bailey S, Pierce JP, Su HI. How do you feel about fertility and parenthood? The voices of young female cancer survivors. J Cancer Surviv 2012;6:200-209.",http://www.ncbi.nlm.nih.gov/pubmed/22179785,Younger patients have higher rates of psychosocial distress than patients diagnosed at older ages.
87,22271773,,2012,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,Distress Assessment:,1,138,"Howard-Anderson J, Ganz PA, Bower JE, Stanton AL. Quality of life, fertility concerns, and behavioral health outcomes in younger breast cancer survivors: a systematic review. J Natl Cancer Inst 2012;104:386- 405.",http://www.ncbi.nlm.nih.gov/pubmed/22271773,Younger patients have higher rates of psychosocial distress than patients diagnosed at older ages.
88,20522097,,2010,"workup, imaging, staging",Invasive Breast Cancer > Workup for Non-metastatic (M0) Invasive Breast Cancer,Fertility and Sexual Health:,1,138,"Kranick JA, Schaefer C, Rowell S, et al. Is pregnancy after breast cancer safe? Breast J 2010;16:404-411.",http://www.ncbi.nlm.nih.gov/pubmed/20522097,Numerous epidemiologic studies have demonstrated that childbearing after treatment for invasive breast cancer does not increase rates of recurrence or death from breast cancer.
